seconds,latitude,longitude,flightId
181,43.66399296765541,-79.61376612455766,flight1
182,43.66401911638985,-79.61372902232475,flight1
183,43.664045265112286,-79.61369192005951,flight1
184,43.664071413822725,-79.61365481776195,flight1
185,43.66409756252117,-79.61361771543206,flight1
186,43.66412371120761,-79.61358061306986,flight1
187,43.66414985988206,-79.61354351067533,flight1
188,43.66417600854449,-79.61350640824848,flight1
189,43.664202157194936,-79.61346930578931,flight1
190,43.66422830583337,-79.61343220329783,flight1
191,43.664254454459815,-79.61339510077401,flight1
192,43.664280603074246,-79.61335799821788,flight1
193,43.66430675167669,-79.61332089562941,flight1
194,43.66433290026714,-79.61328379300863,flight1
195,43.66435904884557,-79.61324669035554,flight1
196,43.66438519741202,-79.6132095876701,flight1
197,43.66441134596646,-79.61317248495234,flight1
198,43.664437494508896,-79.61313538220229,flight1
199,43.66446364303934,-79.61309827941989,flight1
200,43.664489791557784,-79.61306117660517,flight1
201,43.66451594006422,-79.61302407375813,flight1
202,43.664542088558655,-79.61298697087877,flight1
203,43.664568237041095,-79.61294986796707,flight1
204,43.66459438551153,-79.61291276502308,flight1
205,43.664620533969966,-79.61287566204675,flight1
206,43.664646682416404,-79.6128385590381,flight1
207,43.66467283085085,-79.61280145599711,flight1
208,43.66469897927328,-79.6127643529238,flight1
209,43.66472512768372,-79.61272724981819,flight1
210,43.66475127608216,-79.61269014668025,flight1
211,43.664777424468596,-79.61265304350997,flight1
212,43.66480357284302,-79.61261594030738,flight1
213,43.66482972120546,-79.61257883707246,flight1
214,43.66485586955589,-79.61254173380523,flight1
215,43.66488201789433,-79.61250463050565,flight1
216,43.66490816622076,-79.61246752717378,flight1
217,43.664934314535195,-79.61243042380957,flight1
218,43.66496046283764,-79.61239332041303,flight1
219,43.66498661112806,-79.61235621698417,flight1
220,43.66501275940649,-79.612319113523,flight1
221,43.66503890767292,-79.6122820100295,flight1
222,43.66506505592735,-79.61224490650368,flight1
223,43.665091204169784,-79.61220780294552,flight1
224,43.66511735240021,-79.61217069935503,flight1
225,43.66514350061864,-79.61213359573223,flight1
226,43.665169648825064,-79.61209649207711,flight1
227,43.66519579701949,-79.61205938838968,flight1
228,43.665221945201914,-79.6120222846699,flight1
229,43.665248093372334,-79.61198518091781,flight1
230,43.66527424153076,-79.61194807713339,flight1
231,43.66530038967719,-79.61191097331665,flight1
232,43.665326537811616,-79.61187386946759,flight1
233,43.665352685934025,-79.61183676558619,flight1
234,43.66537883404444,-79.61179966167248,flight1
235,43.66540498214287,-79.61176255772644,flight1
236,43.66543113022928,-79.61172545374808,flight1
237,43.6654572783037,-79.61168834973739,flight1
238,43.665483426366116,-79.61165124569439,flight1
239,43.66550957441653,-79.61161414161904,flight1
240,43.66553572245495,-79.61157703751138,flight1
241,43.665561870481355,-79.6115399333714,flight1
242,43.66558801849577,-79.6115028291991,flight1
243,43.66561416649818,-79.61146572499445,flight1
244,43.66564031448859,-79.61142862075751,flight1
245,43.665666462466994,-79.61139151648821,flight1
246,43.66569261043341,-79.61135441218661,flight1
247,43.66571875838781,-79.61131730785269,flight1
248,43.665744906330225,-79.61128020348643,flight1
249,43.66577105426062,-79.61124309908784,flight1
250,43.66579720217902,-79.61120599465693,flight1
251,43.665823350085425,-79.61116889019371,flight1
252,43.66584949797982,-79.61113178569815,flight1
253,43.665875645862215,-79.61109468117027,flight1
254,43.66590179373262,-79.61105757661007,flight1
255,43.665927941591015,-79.61102047201753,flight1
256,43.665954089437406,-79.61098336739266,flight1
257,43.665980237271796,-79.6109462627355,flight1
258,43.66600638509419,-79.61090915804598,flight1
259,43.66603253290459,-79.61087205332416,flight1
260,43.66605868070297,-79.61083494857,flight1
261,43.66608482848935,-79.61079784378352,flight1
262,43.66611097626374,-79.6107607389647,flight1
263,43.66613712402613,-79.61072363411357,flight1
264,43.666163271776504,-79.61068652923011,flight1
265,43.666189419514886,-79.61064942431433,flight1
266,43.66621556724126,-79.61061231936623,flight1
267,43.666241714955646,-79.61057521438579,flight1
268,43.66626786265802,-79.61053810937302,flight1
269,43.666294010348395,-79.61050100432794,flight1
270,43.666320158026764,-79.61046389925052,flight1
271,43.666346305693125,-79.61042679414079,flight1
272,43.666372453347506,-79.61038968899872,flight1
273,43.66639860098987,-79.61035258382434,flight1
274,43.666424748620244,-79.61031547861762,flight1
275,43.666450896238594,-79.61027837337859,flight1
276,43.66647704384496,-79.61024126810722,flight1
277,43.66650319143932,-79.61020416280353,flight1
278,43.66652933902168,-79.6101670574675,flight1
279,43.666555486592024,-79.61012995209916,flight1
280,43.66658163415038,-79.61009284669848,flight1
281,43.66660778169674,-79.6100557412655,flight1
282,43.66663392923109,-79.61001863580016,flight1
283,43.66666007675344,-79.60998153030252,flight1
284,43.666686224263785,-79.60994442477254,flight1
285,43.666712371762124,-79.60990731921024,flight1
286,43.66673851924847,-79.60987021361561,flight1
287,43.66676466672281,-79.60983310798865,flight1
288,43.66679081418514,-79.60979600232936,flight1
289,43.66681696163548,-79.60975889663776,flight1
290,43.66684310907382,-79.60972179091382,flight1
291,43.66686925650015,-79.60968468515756,flight1
292,43.666895403914474,-79.60964757936898,flight1
293,43.666921551316804,-79.60961047354806,flight1
294,43.666947698707126,-79.60957336769482,flight1
295,43.66697384608545,-79.60953626180925,flight1
296,43.66699999345177,-79.60949915589136,flight1
297,43.66702614080609,-79.60946204994114,flight1
298,43.667052288148405,-79.60942494395859,flight1
299,43.667078435478714,-79.60938783794371,flight1
300,43.66710458279703,-79.6093507318965,flight1
301,43.66713073010334,-79.60931362581698,flight1
302,43.667156877397645,-79.60927651970512,flight1
303,43.66718302467995,-79.60923941356094,flight1
304,43.667196,-79.609221,flight1
305,43.66723289798792,-79.60921196970624,flight1
306,43.667269795975116,-79.60920293940136,flight1
307,43.667306693961606,-79.60919390908538,flight1
308,43.6673435919474,-79.6091848787583,flight1
309,43.66738048993246,-79.60917584842012,flight1
310,43.66741738791683,-79.60916681807083,flight1
311,43.667454285900476,-79.60915778771044,flight1
312,43.667491183883406,-79.60914875733894,flight1
313,43.66752808186563,-79.60913972695636,flight1
314,43.66756497984715,-79.60913069656267,flight1
315,43.667601877827956,-79.60912166615788,flight1
316,43.66763877580805,-79.60911263574198,flight1
317,43.667675673787436,-79.60910360531497,flight1
318,43.6677125717661,-79.60909457487688,flight1
319,43.667749469744074,-79.60908554442766,flight1
320,43.66778636772132,-79.60907651396737,flight1
321,43.66782326569786,-79.60906748349595,flight1
322,43.66786016367368,-79.60905845301343,flight1
323,43.66789706164881,-79.60904942251982,flight1
324,43.66793395962322,-79.6090403920151,flight1
325,43.667970857596906,-79.60903136149928,flight1
326,43.6680077555699,-79.60902233097237,flight1
327,43.668044653542175,-79.60901330043434,flight1
328,43.66808155151374,-79.60900426988522,flight1
329,43.668118449484595,-79.60899523932498,flight1
330,43.668155347454736,-79.60898620875365,flight1
331,43.66819224542416,-79.60897717817123,flight1
332,43.668229143392885,-79.60896814757767,flight1
333,43.66826604136089,-79.60895911697303,flight1
334,43.66830293932819,-79.6089500863573,flight1
335,43.66833983729477,-79.60894105573045,flight1
336,43.66837673526065,-79.6089320250925,flight1
337,43.66841363322582,-79.60892299444345,flight1
338,43.66845053119028,-79.6089139637833,flight1
339,43.66848742915402,-79.60890493311204,flight1
340,43.668524327117055,-79.60889590242968,flight1
341,43.66856122507937,-79.6088868717362,flight1
342,43.66859812304099,-79.60887784103164,flight1
343,43.66863502100188,-79.60886881031597,flight1
344,43.66867191896208,-79.6088597795892,flight1
345,43.66870881692156,-79.60885074885132,flight1
346,43.668745714880316,-79.60884171810235,flight1
347,43.66878261283838,-79.60883268734227,flight1
348,43.66881951079572,-79.60882365657108,flight1
349,43.668856408752355,-79.6088146257888,flight1
350,43.66889330670828,-79.6088055949954,flight1
351,43.668930204663496,-79.60879656419091,flight1
352,43.668967102618,-79.60878753337532,flight1
353,43.66900400057179,-79.6087785025486,flight1
354,43.66904089852487,-79.6087694717108,flight1
355,43.66907779647723,-79.60876044086189,flight1
356,43.66911469442889,-79.60875141000189,flight1
357,43.66915159237984,-79.60874237913076,flight1
358,43.66918849033008,-79.60873334824855,flight1
359,43.66922538827961,-79.60872431735523,flight1
360,43.66926228622842,-79.60871528645082,flight1
361,43.66929918417652,-79.60870625553527,flight1
362,43.66933608212392,-79.60869722460865,flight1
363,43.6693729800706,-79.60868819367091,flight1
364,43.669409878016566,-79.60867916272207,flight1
365,43.66944677596182,-79.60867013176212,flight1
366,43.66948,-79.608662,flight1
367,43.6695076193742,-79.60869700995387,flight1
368,43.66953523873773,-79.60873201993998,flight1
369,43.66956285809057,-79.60876702995829,flight1
370,43.66959047743272,-79.60880204000883,flight1
371,43.6696180967642,-79.60883705009158,flight1
372,43.66964571608498,-79.60887206020655,flight1
373,43.66967333539509,-79.60890707035375,flight1
374,43.669700954694505,-79.60894208053318,flight1
375,43.669728573983235,-79.60897709074483,flight1
376,43.66975619326128,-79.60901210098869,flight1
377,43.66978381252864,-79.60904711126477,flight1
378,43.66981143178532,-79.60908212157307,flight1
379,43.6698390510313,-79.60911713191359,flight1
380,43.669866670266615,-79.60915214228635,flight1
381,43.66989428949124,-79.60918715269132,flight1
382,43.66992190870517,-79.6092221631285,flight1
383,43.669949527908415,-79.60925717359791,flight1
384,43.66997714710099,-79.60929218409956,flight1
385,43.670004766282865,-79.60932719463341,flight1
386,43.67003238545407,-79.6093622051995,flight1
387,43.67006000461458,-79.60939721579778,flight1
388,43.6700876237644,-79.60943222642831,flight1
389,43.67011524290354,-79.60946723709105,flight1
390,43.670142862032,-79.60950224778603,flight1
391,43.670170481149775,-79.6095372585132,flight1
392,43.67019810025686,-79.60957226927262,flight1
393,43.67022571935326,-79.60960728006425,flight1
394,43.67025333843897,-79.60964229088809,flight1
395,43.67028095751401,-79.60967730174417,flight1
396,43.67030857657834,-79.60971231263245,flight1
397,43.67033619563201,-79.60974732355298,flight1
398,43.67036381467498,-79.60978233450572,flight1
399,43.670391433707266,-79.60981734549068,flight1
400,43.670419052728874,-79.60985235650786,flight1
401,43.67044667173979,-79.60988736755728,flight1
402,43.670474290740025,-79.60992237863891,flight1
403,43.670501909729566,-79.60995738975276,flight1
404,43.670529528708435,-79.60999240089883,flight1
405,43.67055714767661,-79.61002741207713,flight1
406,43.67058476663411,-79.61006242328764,flight1
407,43.670612385580895,-79.61009743453039,flight1
408,43.670640004517026,-79.61013244580536,flight1
409,43.67066762344247,-79.61016745711255,flight1
410,43.67069524235721,-79.61020246845196,flight1
411,43.670722861261275,-79.61023747982358,flight1
412,43.67075048015466,-79.61027249122745,flight1
413,43.67077809903734,-79.61030750266353,flight1
414,43.67080571790935,-79.61034251413183,flight1
415,43.67083333677067,-79.61037752563236,flight1
416,43.67086095562131,-79.6104125371651,flight1
417,43.67088857446125,-79.61044754873008,flight1
418,43.67091619329052,-79.61048256032727,flight1
419,43.67094381210911,-79.61051757195669,flight1
420,43.67097143091699,-79.61055258361833,flight1
421,43.6709990497142,-79.6105875953122,flight1
422,43.671026668500716,-79.61062260703828,flight1
423,43.671054287276554,-79.6106576187966,flight1
424,43.67108190604171,-79.61069263058712,flight1
425,43.671109524796165,-79.61072764240988,flight1
426,43.671137143539944,-79.61076265426486,flight1
427,43.67116476227304,-79.61079766615207,flight1
428,43.671192380995436,-79.6108326780715,flight1
429,43.67121999970716,-79.61086769002314,flight1
430,43.671247618408195,-79.61090270200702,flight1
431,43.67127523709854,-79.61093771402312,flight1
432,43.67130285577821,-79.61097272607145,flight1
433,43.67133047444718,-79.61100773815201,flight1
434,43.67135809310547,-79.61104275026477,flight1
435,43.67138571175307,-79.61107776240976,flight1
436,43.67141333038999,-79.61111277458699,flight1
437,43.67144094901623,-79.61114778679644,flight1
438,43.67146856763177,-79.61118279903809,flight1
439,43.67149618623663,-79.61121781131199,flight1
440,43.67152380483081,-79.6112528236181,flight1
441,43.671551423414286,-79.61128783595645,flight1
442,43.67157904198709,-79.61132284832702,flight1
443,43.67160666054921,-79.61135786072981,flight1
444,43.671634279100644,-79.61139287316482,flight1
445,43.67166189764138,-79.61142788563205,flight1
446,43.671689516171426,-79.61146289813152,flight1
447,43.6717171346908,-79.6114979106632,flight1
448,43.67174475319949,-79.61153292322712,flight1
449,43.67177237169748,-79.61156793582325,flight1
450,43.671799990184795,-79.61160294845162,flight1
451,43.67182760866141,-79.61163796111221,flight1
452,43.67185522712735,-79.61167297380501,flight1
453,43.6718828455826,-79.61170798653005,flight1
454,43.671910464027164,-79.6117429992873,flight1
455,43.67193808246105,-79.6117780120768,flight1
456,43.671965700884236,-79.61181302489851,flight1
457,43.67199331929674,-79.61184803775245,flight1
458,43.67202093769856,-79.61188305063861,flight1
459,43.67204855608969,-79.61191806355698,flight1
460,43.672076174470135,-79.6119530765076,flight1
461,43.672103792839906,-79.61198808949044,flight1
462,43.67213141119897,-79.6120231025055,flight1
463,43.672159029547366,-79.61205811555278,flight1
464,43.67218664788506,-79.6120931286323,flight1
465,43.67221426621207,-79.61212814174404,flight1
466,43.672241884528404,-79.612163154888,flight1
467,43.67226950283404,-79.61219816806418,flight1
468,43.67229712112899,-79.6122331812726,flight1
469,43.672324739413256,-79.61226819451325,flight1
470,43.67235235768683,-79.61230320778611,flight1
471,43.67237997594973,-79.6123382210912,flight1
472,43.672407594201935,-79.61237323442852,flight1
473,43.67243521244345,-79.61240824779806,flight1
474,43.67246283067429,-79.61244326119983,flight1
475,43.672490448894436,-79.61247827463382,flight1
476,43.67251806710389,-79.61251328810005,flight1
477,43.67254568530265,-79.6125483015985,flight1
478,43.67257330349076,-79.61258331512916,flight1
479,43.67260092166815,-79.61261832869207,flight1
480,43.672628539834854,-79.61265334228719,flight1
481,43.672656157990886,-79.61268835591454,flight1
482,43.67268377613622,-79.61272336957411,flight1
483,43.672711394270856,-79.61275838326593,flight1
484,43.67273901239483,-79.61279339698996,flight1
485,43.67276663050811,-79.61282841074622,flight1
486,43.67279424861069,-79.6128634245347,flight1
487,43.67282186670259,-79.6128984383554,flight1
488,43.67284948478381,-79.61293345220834,flight1
489,43.672877102854336,-79.6129684660935,flight1
490,43.67290472091418,-79.61300348001089,flight1
491,43.672932338963335,-79.61303849396052,flight1
492,43.672959957001794,-79.61307350794236,flight1
493,43.67298757502957,-79.61310852195642,flight1
494,43.67301519304666,-79.61314353600272,flight1
495,43.67304281105307,-79.61317855008124,flight1
496,43.673070429048785,-79.613213564192,flight1
497,43.67309804703382,-79.61324857833496,flight1
498,43.67312566500815,-79.61328359251017,flight1
499,43.67315328297181,-79.61331860671761,flight1
500,43.673180900924784,-79.61335362095727,flight1
501,43.673208518867064,-79.61338863522916,flight1
502,43.67323613679865,-79.61342364953326,flight1
503,43.67326375471956,-79.61345866386961,flight1
504,43.67329137262978,-79.61349367823817,flight1
505,43.6733189905293,-79.61352869263898,flight1
506,43.67334660841816,-79.61356370707199,flight1
507,43.67337422629631,-79.61359872153724,flight1
508,43.67340184416377,-79.61363373603471,flight1
509,43.67342946202055,-79.61366875056443,flight1
510,43.673457079866644,-79.61370376512636,flight1
511,43.67348469770205,-79.61373877972052,flight1
512,43.67351231552677,-79.61377379434691,flight1
513,43.6735399333408,-79.61380880900552,flight1
514,43.67356755114413,-79.61384382369637,flight1
515,43.67359516893679,-79.61387883841942,flight1
516,43.67362278671875,-79.61391385317474,flight1
517,43.67365040449003,-79.61394886796226,flight1
518,43.67367802225063,-79.61398388278202,flight1
519,43.673705640000534,-79.614018897634,flight1
520,43.67373325773975,-79.61405391251822,flight1
521,43.673760875468275,-79.61408892743465,flight1
522,43.67378849318611,-79.61412394238332,flight1
523,43.67381611089327,-79.61415895736421,flight1
524,43.67384372858974,-79.61419397237735,flight1
525,43.673871346275504,-79.61422898742269,flight1
526,43.673898963950606,-79.61426400250028,flight1
527,43.673926581615,-79.61429901761008,flight1
528,43.673954199268714,-79.61433403275211,flight1
529,43.67398181691175,-79.61436904792639,flight1
530,43.674009434544075,-79.61440406313288,flight1
531,43.67403705216572,-79.6144390783716,flight1
532,43.67406466977668,-79.61447409364256,flight1
533,43.67409228737696,-79.61450910894574,flight1
534,43.67411990496656,-79.61454412428115,flight1
535,43.67414752254545,-79.6145791396488,flight1
536,43.67417514011365,-79.61461415504866,flight1
537,43.674202757671175,-79.61464917048076,flight1
538,43.674230375218,-79.61468418594508,flight1
539,43.67425799275415,-79.61471920144163,flight1
540,43.674285610279604,-79.61475421697041,flight1
541,43.67431322779437,-79.61478923253142,flight1
542,43.67434084529846,-79.61482424812466,flight1
543,43.674368462791854,-79.61485926375015,flight1
544,43.67439608027455,-79.61489427940784,flight1
545,43.67442369774657,-79.61492929509777,flight1
546,43.67445131520789,-79.61496431081993,flight1
547,43.67447893265853,-79.6149993265743,flight1
548,43.674506550098485,-79.61503434236093,flight1
549,43.67453416752775,-79.61506935817977,flight1
550,43.67456178494632,-79.61510437403085,flight1
551,43.6745894023542,-79.61513938991416,flight1
552,43.674617019751395,-79.6151744058297,flight1
553,43.67464463713791,-79.61520942177746,flight1
554,43.67467225451373,-79.61524443775745,flight1
555,43.674699871878865,-79.61527945376967,flight1
556,43.674727489233305,-79.61531446981414,flight1
557,43.67475510657706,-79.61534948589082,flight1
558,43.67478272391012,-79.61538450199973,flight1
559,43.6748103412325,-79.61541951814088,flight1
560,43.674837958544195,-79.61545453431425,flight1
561,43.67486557584519,-79.61548955051987,flight1
562,43.67489319313551,-79.61552456675768,flight1
563,43.674920810415124,-79.61555958302776,flight1
564,43.67494842768406,-79.61559459933005,flight1
565,43.674976044942305,-79.61562961566457,flight1
566,43.67500366218986,-79.61566463203134,flight1
567,43.67503127942673,-79.61569964843034,flight1
568,43.67505889665291,-79.61573466486155,flight1
569,43.6750865138684,-79.61576968132499,flight1
570,43.67511413107321,-79.61580469782066,flight1
571,43.675141748267315,-79.61583971434858,flight1
572,43.67516936545074,-79.61587473090871,flight1
573,43.675196982623476,-79.61590974750108,flight1
574,43.67522459978552,-79.61594476412569,flight1
575,43.67525221693688,-79.61597978078251,flight1
576,43.675279834077564,-79.61601479747156,flight1
577,43.67530745120753,-79.61604981419286,flight1
578,43.675335068326824,-79.61608483094639,flight1
579,43.67536268543544,-79.61611984773215,flight1
580,43.67539030253334,-79.61615486455014,flight1
581,43.675417919620564,-79.61618988140035,flight1
582,43.675445536697104,-79.6162248982828,flight1
583,43.675473153762944,-79.61625991519747,flight1
584,43.6755007708181,-79.61629493214438,flight1
585,43.67552838786257,-79.61632994912351,flight1
586,43.67555600489635,-79.6163649661349,flight1
587,43.67558362191944,-79.6163999831785,flight1
588,43.67561123893184,-79.61643500025434,flight1
589,43.67563885593355,-79.6164700173624,flight1
590,43.67566647292457,-79.61650503450271,flight1
591,43.675694089904916,-79.61654005167523,flight1
592,43.675721706874555,-79.61657506888,flight1
593,43.67574932383351,-79.61661008611698,flight1
594,43.67577694078177,-79.6166451033862,flight1
595,43.67580455771935,-79.61668012068766,flight1
596,43.67583217464624,-79.61671513802135,flight1
597,43.67585979156244,-79.61675015538727,flight1
598,43.67588740846794,-79.61678517278543,flight1
599,43.675915025362755,-79.6168201902158,flight1
600,43.67594264224689,-79.61685520767841,flight1
601,43.67597025912033,-79.61689022517326,flight1
602,43.675997875983086,-79.61692524270035,flight1
603,43.676025492835144,-79.61696026025966,flight1
604,43.676053109676516,-79.6169952778512,flight1
605,43.67608072650721,-79.61703029547498,flight1
606,43.676108343327186,-79.61706531313098,flight1
607,43.67613596013649,-79.61710033081921,flight1
