seconds,latitude,longitude,flightId,arrival_progress,parking_progress,pushback_progress,test,departure_progress,disembarkation_progress,boarding_progress,baggage_unloading_progress,baggage_loading_progress,cleaning_progress,refueling_progress,catering_load_progress,cabin_ready_check_progress,load_sheet_progress,door_close_progress,pushback_start_progress
35,43.66017512366823,-79.6191827,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
36,43.660201274154424,-79.61914561,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
37,43.66022742,-79.61910851,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
38,43.660253575090806,-79.61907141,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
39,43.66027973,-79.61903431,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
40,43.660305875979205,-79.61899722,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
41,43.660332026405406,-79.61896012,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
42,43.660358176819614,-79.61892302,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
43,43.66038432722182,-79.61888592,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
44,43.66041047761204,-79.61884882,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
45,43.660436627990244,-79.61881173,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
46,43.66046277835647,-79.61877463,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
47,43.66048892871069,-79.61873753,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
48,43.660515079052914,-79.61870043,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
49,43.66054122938314,-79.61866334,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
50,43.66056737970136,-79.61862624,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
51,43.66059353,-79.61858914,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
52,43.66061968030184,-79.61855204,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
53,43.66064583058408,-79.61851494,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
54,43.660671980854325,-79.61847785,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
55,43.66069813111257,-79.61844075,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
56,43.66072428135881,-79.61840365,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
57,43.660750431593065,-79.61836655,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
58,43.66077658181532,-79.61832945,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
59,43.66080273202559,-79.61829235,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
60,43.660828882223846,-79.61825526,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
61,43.66085503,-79.61821816,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
62,43.66088118258436,-79.61818106,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
63,43.66090733274663,-79.61814396,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
64,43.66093348289691,-79.61810686,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
65,43.660959633035176,-79.61806976,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
66,43.66098578316146,-79.61803267,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
67,43.66101193327574,-79.61799557,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
68,43.66103808337802,-79.61795847,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
69,43.66106423,-79.61792137,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
70,43.661090383546586,-79.61788427,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
71,43.66111653361287,-79.61784717,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
72,43.66114268366717,-79.61781007,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
73,43.66116883370946,-79.61777298,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
74,43.661194983739755,-79.61773588,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
75,43.661221133758055,-79.61769878,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
76,43.661247283764354,-79.61766168,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
77,43.66127343375866,-79.61762458,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
78,43.66129958374096,-79.61758748,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
79,43.66132573371128,-79.61755038,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
80,43.66135188366959,-79.61751328,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
81,43.66137803,-79.61747618,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
82,43.66140418355022,-79.61743909,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
83,43.66143033347253,-79.61740199,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
84,43.66145648338286,-79.61736489,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
85,43.661482633281175,-79.61732779,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
86,43.661508783167505,-79.61729069,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
87,43.66153493304183,-79.61725359,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
88,43.66156108290416,-79.61721649,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
89,43.661587232754485,-79.61717939,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
90,43.661613382592826,-79.61714229,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
91,43.66163953241916,-79.61710519,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
92,43.661665682233505,-79.61706809,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
93,43.661691832035835,-79.61703099,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
94,43.661717981826186,-79.6169939,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
95,43.66174413160452,-79.6169568,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
96,43.66177028137087,-79.6169197,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
97,43.66179643112522,-79.6168826,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
98,43.661822580867565,-79.6168455,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
99,43.66184873059792,-79.6168084,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
100,43.661874880316276,-79.6167713,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
101,43.66190103002263,-79.6167342,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
102,43.66192717971699,-79.6166971,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
103,43.66195332939935,-79.61666,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
104,43.66197947906971,-79.6166229,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
105,43.66200562872807,-79.6165858,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
106,43.66203177837443,-79.6165487,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
107,43.66205793,-79.6165116,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
108,43.66208407763117,-79.6164745,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
109,43.66211022724155,-79.6164374,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
110,43.66213637683991,-79.6164003,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
111,43.662162526426286,-79.6163632,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
112,43.66218867600067,-79.6163261,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
113,43.66221482556304,-79.616289,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
114,43.66224097511342,-79.6162519,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
115,43.662267124651805,-79.6162148,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
116,43.66229327417818,-79.6161777,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
117,43.662319423692566,-79.6161406,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
118,43.66234557319495,-79.6161035,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
119,43.662371722685336,-79.6160664,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
120,43.66239787216372,-79.6160293,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
121,43.66242402163011,-79.6159922,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
122,43.66245017108451,-79.6159551,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
123,43.66247632,-79.615918,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
124,43.66250246995729,-79.6158809,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
125,43.662528619375685,-79.6158438,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
126,43.66255476878209,-79.6158067,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
127,43.66258091817648,-79.6157696,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
128,43.66260706755889,-79.6157325,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
129,43.66263321692929,-79.6156954,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
130,43.66265936628769,-79.6156583,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
131,43.662685515634095,-79.61562119,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
132,43.66271166,-79.61558409,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
133,43.66273781,-79.61554699,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
134,43.66276396360131,-79.61550989,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
135,43.66279011289971,-79.61547279,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
136,43.662816262186126,-79.61543569,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
137,43.66284241146053,-79.61539859,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
138,43.66286856072294,-79.61536149,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
139,43.66289470997336,-79.61532439,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
140,43.66292085921177,-79.61528729,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
141,43.66294700843819,-79.61525019,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
142,43.66297316,-79.61521309,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
143,43.66299930685503,-79.61517599,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
144,43.66302545604544,-79.61513888,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
145,43.66305160522386,-79.61510178,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
146,43.66307775439027,-79.61506468,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
147,43.6631039,-79.61502758,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
148,43.66313005268712,-79.61499048,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
149,43.66315620181754,-79.61495338,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
150,43.66318235093597,-79.61491628,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
151,43.663208500042394,-79.61487918,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
152,43.663234649136825,-79.61484208,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
153,43.66326079821924,-79.61480497,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
154,43.66328694728967,-79.61476787,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
155,43.66331309634809,-79.61473077,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
156,43.66333924539453,-79.61469367,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
157,43.66336539442896,-79.61465657,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
158,43.66339154345138,-79.61461947,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
159,43.66341769246181,-79.61458237,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
160,43.66344384146024,-79.61454526,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
161,43.66346999044668,-79.61450816,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
162,43.66349613942111,-79.61447106,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
163,43.66352228838354,-79.61443396,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
164,43.66354843733397,-79.61439686,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
165,43.66357458627241,-79.61435976,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
166,43.66360073519884,-79.61432265,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
167,43.663626884113285,-79.61428555,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
168,43.66365303301571,-79.61424845,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
169,43.663679181906154,-79.61421135,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
170,43.66370533078458,-79.61417425,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
171,43.66373147965102,-79.61413715,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
172,43.66375762850546,-79.61410004,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
173,43.66378377734789,-79.61406294,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
174,43.66380992617833,-79.61402584,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
175,43.66383607499677,-79.61398874,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
176,43.66386222380321,-79.61395164,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
177,43.663888372597654,-79.61391453,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
178,43.66391452138009,-79.61387743,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
179,43.66394067015053,-79.61384033,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
180,43.663966818908975,-79.61380323,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
181,43.66399296765541,-79.61376612,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
182,43.66401911638985,-79.61372902,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
183,43.664045265112286,-79.61369192,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
184,43.664071413822725,-79.61365482,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
185,43.66409756252117,-79.61361772,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
186,43.66412371120761,-79.61358061,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
187,43.66414985988206,-79.61354351,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
188,43.66417600854449,-79.61350641,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
189,43.664202157194936,-79.61346931,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
190,43.66422830583337,-79.6134322,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
191,43.664254454459815,-79.6133951,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
192,43.664280603074246,-79.613358,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
193,43.66430675167669,-79.6133209,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
194,43.66433290026714,-79.61328379,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
195,43.66435904884557,-79.61324669,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
196,43.66438519741202,-79.61320959,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
197,43.66441134596646,-79.61317248,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
198,43.664437494508896,-79.61313538,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
199,43.66446364303934,-79.61309828,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
200,43.664489791557784,-79.61306118,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
201,43.66451594006422,-79.61302407,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
202,43.664542088558655,-79.61298697,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
203,43.664568237041095,-79.61294987,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
204,43.66459438551153,-79.61291277,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
205,43.664620533969966,-79.61287566,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
206,43.664646682416404,-79.61283856,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
207,43.66467283085085,-79.61280146,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
208,43.66469897927328,-79.61276435,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
209,43.66472512768372,-79.61272725,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
210,43.66475127608216,-79.61269015,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
211,43.664777424468596,-79.61265304,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
212,43.66480357284302,-79.61261594,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
213,43.66482972120546,-79.61257884,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
214,43.66485586955589,-79.61254173,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
215,43.66488201789433,-79.61250463,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
216,43.66490816622076,-79.61246753,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
217,43.664934314535195,-79.61243042,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
218,43.66496046283764,-79.61239332,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
219,43.66498661112806,-79.61235622,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
220,43.66501275940649,-79.61231911,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
221,43.66503890767292,-79.61228201,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
222,43.66506505592735,-79.61224491,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
223,43.665091204169784,-79.6122078,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
224,43.66511735240021,-79.6121707,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
225,43.66514350061864,-79.6121336,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
226,43.665169648825064,-79.61209649,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
227,43.66519579701949,-79.61205939,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
228,43.665221945201914,-79.61202228,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
229,43.665248093372334,-79.61198518,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
230,43.66527424153076,-79.61194808,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
231,43.66530038967719,-79.61191097,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
232,43.665326537811616,-79.61187387,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
233,43.665352685934025,-79.61183677,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
234,43.66537883404444,-79.61179966,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
235,43.66540498214287,-79.61176256,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
236,43.66543113022928,-79.61172545,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
237,43.66545728,-79.61168835,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
238,43.665483426366116,-79.61165125,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
239,43.66550957441653,-79.61161414,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
240,43.66553572245495,-79.61157704,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
241,43.665561870481355,-79.61153993,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
242,43.66558801849577,-79.61150283,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
243,43.66561416649818,-79.61146572,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
244,43.66564031448859,-79.61142862,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
245,43.665666462466994,-79.61139152,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
246,43.66569261043341,-79.61135441,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
247,43.66571875838781,-79.61131731,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
248,43.665744906330225,-79.6112802,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
249,43.66577105426062,-79.6112431,flight1,99,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
